// Generated using In-game Timecyc Editor 1.8 written by fastman92
// Visit fastman92-site.tk

//////////// EXTRASUNNY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
0 0 0	53 53 53	255 255 255	122 128 190	128 142 160	255 255 255	255 255 255	1.8 0.3 0.8 211 0 149 554 346 0.4	0 0 0	255 255 255	145 170 170 240	127 58 110 115	127 123 70 14	255 255 0 1
//7PM
1 1 1	67 67 67	255 255 255	104 131 197	185 168 131	255 255 255	255 255 255	2.1 0.3 0.7 110 40 0 535 455 0.8	0 0 0	152 180 224	153 95 87 240	127 159 80 0	127 122 27 0	255 255 0 1
//8PM
0 0 0	22 22 22	255 255 255	27 37 88	103 76 44	255 128 0	155 0 0	2 0.4 0.4 100 60 0 560 236 1	0 0 0	128 128 192	67 67 67 240	127 118 89 48	127 69 28 6	62 120 0 1
//10PM
4 2 2	35 35 35	255 255 255	0 0 0	29 25 18	255 128 0	255 128 0	25.4 0.4 0.5 140 100 0 549 174 0.8	0 0 0	255 175 164	185 160 160 240	127 182 57 39	127 77 66 0	122 0 0 0
//
//////////// SUNNY_SMOG_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
0 0 0	33 33 33	255 255 255	0 0 0	0 0 0	0 0 0	5 0 0	1 0.3 0.8 200 100 0 439 79 1	0 0 0	3 3 3	38 38 55 240	127 64 64 64	127 88 27 0	122 0 0 0
//5AM
7 6 6	54 54 54	255 255 255	30 44 52	108 121 127	255 128 0	255 128 0	2.3 0.3 0.4 140 93 0 518 251 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//6AM
6 6 6	49 49 49	255 255 255	88 125 148	114 121 132	255 128 0	255 128 0	1.4 0.3 0.8 140 93 0 520 300 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	122 120 0 1
//7AM
0 0 0	24 24 24	255 255 255	102 140 231	119 128 150	255 255 255	255 255 255	1.1 0.4 0.8 236 0 190 546 340 0	0 0 0	255 255 255	90 170 170 240	127 70 121 120	127 160 88 21	88 220 0 1
//Midday
0 0 0	53 53 53	255 255 255	122 128 190	128 142 160	255 255 255	255 255 255	1.8 0.3 0.8 211 0 149 523 424 0.4	0 0 0	255 255 255	145 170 170 240	127 58 110 115	127 123 70 14	255 255 0 1
//7PM
1 1 1	67 67 67	255 255 255	104 131 197	185 168 131	255 255 255	255 255 255	2.1 0.3 0.7 110 40 0 525 440 0.8	0 0 0	152 180 224	153 95 87 240	127 159 80 0	127 122 27 0	255 255 0 1
//8PM
0 0 0	22 22 22	255 255 255	27 37 88	103 76 44	255 128 0	155 0 0	2 0.4 0.4 100 60 0 538 296 1	0 0 0	128 128 192	67 67 67 240	127 118 89 48	127 69 28 6	62 120 0 1
//10PM
4 2 2	35 35 35	255 255 255	0 0 0	29 25 18	255 128 0	255 128 0	25.4 0.4 0.5 140 100 0 541 218 0.8	0 0 0	255 175 164	185 160 160 240	127 182 57 39	127 77 66 0	122 0 0 0
//
//////////// CLOUDY_LA
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
0 0 0	33 33 33	255 255 255	0 0 0	0 0 0	0 0 0	5 0 0	1 0.3 0.8 200 100 0 434 33 1	0 0 0	3 3 3	38 38 55 240	127 64 64 64	127 88 27 0	122 0 0 1
//5AM
7 6 6	54 54 54	255 255 255	30 44 52	65 77 82	255 128 0	255 128 0	25.4 0.7 0.4 140 93 0 426 226 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 1
//6AM
14 14 14	49 49 49	255 255 255	17 26 30	123 128 124	255 128 0	255 128 0	25.4 0.3 0.8 140 93 0 501 155 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	122 120 0 1
//7AM
5 5 5	32 32 32	255 255 255	88 96 116	83 91 104	255 255 255	255 255 255	0 25.3 20.3 236 0 190 488 336 0	0 0 0	255 255 255	90 170 170 240	127 70 121 120	127 160 88 21	88 220 0 1
//Midday
12 12 12	53 53 53	255 255 255	76 71 100	74 83 93	255 255 255	255 255 255	1.8 0.2 0.8 211 0 149 397 346 0.4	0 0 0	255 255 255	145 170 170 240	127 58 110 115	127 123 70 14	255 255 0 1
//7PM
1 1 1	67 67 67	255 255 255	46 53 54	107 117 105	255 255 255	255 255 255	0.1 25.5 1 110 40 0 427 284 0.8	0 0 0	152 180 224	153 95 87 240	127 159 80 0	127 122 27 0	255 255 0 1
//8PM
0 0 0	22 22 22	255 255 255	16 21 52	31 39 38	255 128 0	155 0 0	2 0.4 0.4 100 60 0 462 282 1	0 0 0	128 128 192	67 67 67 240	127 118 89 48	127 69 28 6	62 120 0 1
//10PM
2 4 2	35 35 35	255 255 255	0 0 0	23 20 14	255 128 0	255 128 0	25.4 0.4 0.1 140 100 0 422 151 0.8	0 0 0	255 175 164	185 160 160 240	127 182 57 39	127 77 66 0	122 0 0 1
//
//////////// SUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
0 0 0	33 33 33	255 255 255	0 0 0	0 0 0	0 0 0	5 0 0	1 0.3 0.8 200 100 0 615 204 1	0 0 0	3 3 3	38 38 55 240	127 64 64 64	127 88 27 0	122 0 0 0
//5AM
7 6 6	54 54 54	255 255 255	30 44 52	108 121 127	255 128 0	255 128 0	2.3 0.3 0.4 140 93 0 667 366 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//6AM
6 6 6	49 49 49	255 255 255	88 125 148	114 121 132	255 128 0	255 128 0	1.4 0.3 0.8 140 93 0 600 388 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	122 120 0 1
//7AM
0 0 0	24 24 24	255 255 255	102 140 231	119 128 150	255 255 255	255 255 255	1.1 0.4 0.8 236 0 190 677 484 0	0 0 0	255 255 255	90 170 170 240	127 70 121 120	127 160 88 21	88 220 0 1
//Midday
0 0 0	53 53 53	255 255 255	122 128 190	128 142 160	255 255 255	255 255 255	1.8 0.3 0.8 211 0 149 613 495 0.4	0 0 0	255 255 255	145 170 170 240	127 58 110 115	127 123 70 14	255 255 0 1
//7PM
1 1 1	67 67 67	255 255 255	104 131 197	185 168 131	255 255 255	255 255 255	2.1 0.3 0.7 110 40 0 625 513 0.8	0 0 0	152 180 224	153 95 87 240	127 159 80 0	127 122 27 0	255 255 0 1
//8PM
0 0 0	22 22 22	255 255 255	27 37 88	103 76 44	255 128 0	155 0 0	2 0.4 0.4 100 60 0 644 331 1	0 0 0	128 128 192	67 67 67 240	127 118 89 48	127 69 28 6	62 120 0 1
//10PM
4 2 2	35 35 35	255 255 255	0 0 0	29 25 18	255 128 0	255 128 0	25.4 0.4 0.5 140 100 0 669 218 0.8	0 0 0	255 175 164	185 160 160 240	127 182 57 39	127 77 66 0	122 0 0 0
//
//////////// EXTRASUNNY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
0 0 0	33 33 33	255 255 255	0 0 0	0 0 0	0 0 0	5 0 0	1 0.3 0.8 200 100 0 615 204 1	0 0 0	3 3 3	38 38 55 240	127 64 64 64	127 88 27 0	122 0 0 0
//5AM
7 6 6	54 54 54	255 255 255	30 44 52	108 121 127	255 128 0	255 128 0	2.3 0.3 0.4 140 93 0 667 366 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//6AM
6 6 6	49 49 49	255 255 255	88 125 148	114 121 132	255 128 0	255 128 0	1.4 0.3 0.8 140 93 0 600 388 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	122 120 0 1
//7AM
0 0 0	24 24 24	255 255 255	102 140 231	119 128 150	255 255 255	255 255 255	1.1 0.4 0.8 236 0 190 677 484 0	0 0 0	255 255 255	90 170 170 240	127 70 121 120	127 160 88 21	88 220 0 1
//Midday
0 0 0	53 53 53	255 255 255	122 128 190	128 142 160	255 255 255	255 255 255	1.8 0.3 0.8 211 0 149 613 495 0.4	0 0 0	255 255 255	145 170 170 240	127 58 110 115	127 123 70 14	255 255 0 1
//7PM
1 1 1	67 67 67	255 255 255	104 131 197	185 168 131	255 255 255	255 255 255	2.1 0.3 0.7 110 40 0 625 513 0.8	0 0 0	152 180 224	153 95 87 240	127 159 80 0	127 122 27 0	255 255 0 1
//8PM
0 0 0	22 22 22	255 255 255	27 37 88	103 76 44	255 128 0	155 0 0	2 0.4 0.4 100 60 0 644 331 1	0 0 0	128 128 192	67 67 67 240	127 118 89 48	127 69 28 6	62 120 0 1
//10PM
4 2 2	35 35 35	255 255 255	0 0 0	29 25 18	255 128 0	255 128 0	25.4 0.4 0.5 140 100 0 669 218 0.8	0 0 0	255 175 164	185 160 160 240	127 182 57 39	127 77 66 0	122 0 0 0
//
//////////// CLOUDY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
0 0 0	33 33 33	255 255 255	0 0 0	0 0 0	0 0 0	5 0 0	1 0.3 0.8 200 100 0 240 87 1	0 0 0	3 3 3	38 38 55 240	127 64 64 64	127 88 27 0	122 0 0 1
//5AM
7 6 6	54 54 54	255 255 255	30 44 52	65 77 82	255 128 0	255 128 0	25.4 0.7 0.4 140 93 0 312 208 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 1
//6AM
14 14 14	49 49 49	255 255 255	17 26 30	123 128 124	255 128 0	255 128 0	25.4 0.3 0.8 140 93 0 289 163 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	122 120 0 1
//7AM
5 5 5	32 32 32	255 255 255	88 96 116	83 91 104	255 255 255	255 255 255	0 25.3 20.3 236 0 190 306 248 0	0 0 0	255 255 255	90 170 170 240	127 70 121 120	127 160 88 21	88 220 0 1
//Midday
12 12 12	53 53 53	255 255 255	76 71 100	74 83 93	255 255 255	255 255 255	1.8 0.2 0.8 211 0 149 292 162 0.4	0 0 0	255 255 255	145 170 170 240	127 58 110 115	127 123 70 14	255 255 0 1
//7PM
1 1 1	67 67 67	255 255 255	46 53 54	107 117 105	255 255 255	255 255 255	0.1 25.5 1 110 40 0 267 197 0.8	0 0 0	152 180 224	153 95 87 240	127 159 80 0	127 122 27 0	255 255 0 1
//8PM
0 0 0	22 22 22	255 255 255	16 21 52	31 39 38	255 128 0	155 0 0	2 0.4 0.4 100 60 0 282 165 1	0 0 0	128 128 192	67 67 67 240	127 118 89 48	127 69 28 6	62 120 0 1
//10PM
2 4 2	35 35 35	255 255 255	0 0 0	23 20 14	255 128 0	255 128 0	25.4 0.4 0.1 140 100 0 239 130 0.8	0 0 0	255 175 164	185 160 160 240	127 182 57 39	127 77 66 0	122 0 0 1
//
//////////// RAINY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
0 0 0	33 33 33	255 255 255	0 0 0	0 0 0	0 0 0	5 0 0	1 0.3 0.8 200 100 0 34 6 1	0 0 0	3 3 3	38 38 55 240	127 64 64 64	127 88 27 0	122 0 0 0
//5AM
7 6 6	54 54 54	255 255 255	30 44 52	65 77 82	255 128 0	255 128 0	25.4 0.7 0.4 140 93 0 35 8 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//6AM
14 14 14	49 49 49	255 255 255	17 26 30	93 97 94	255 128 0	255 128 0	25.4 0.3 0.8 140 93 0 42 8 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	122 120 0 0
//7AM
5 5 5	32 32 32	255 255 255	88 96 116	83 91 104	255 255 255	255 255 255	0 25.3 20.3 236 0 190 61 11 0	0 0 0	255 255 255	90 170 170 240	127 70 121 120	127 160 88 21	88 220 0 0
//Midday
12 12 12	53 53 53	255 255 255	76 71 100	74 83 93	255 255 255	255 255 255	1.8 0.2 0.8 211 0 149 42 7 0.4	0 0 0	255 255 255	145 170 170 240	127 58 110 115	127 123 70 14	255 255 0 0
//7PM
1 1 1	67 67 67	255 255 255	46 53 54	107 117 105	255 255 255	255 255 255	0.1 25.5 1 110 40 0 38 11 0.8	0 0 0	152 180 224	153 95 87 240	127 159 80 0	127 122 27 0	255 255 0 0
//8PM
0 0 0	22 22 22	255 255 255	16 21 52	31 39 38	255 128 0	155 0 0	2 0.4 0.4 100 60 0 38 6 1	0 0 0	128 128 192	67 67 67 240	127 118 89 48	127 69 28 6	62 120 0 0
//10PM
2 4 2	35 35 35	255 255 255	0 0 0	23 20 14	255 128 0	255 128 0	25.4 0.4 0.1 140 100 0 36 9 0.8	0 0 0	255 175 164	185 160 160 240	127 182 57 39	127 77 66 0	122 0 0 0
//
//////////// FOGGY_SF
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
0 0 0	33 33 33	255 255 255	0 0 0	0 0 0	0 0 0	5 0 0	1 0.3 0.8 200 100 0 139 61 1	0 0 0	3 3 3	38 38 55 240	127 64 64 64	127 88 27 0	122 0 0 0
//5AM
7 6 6	54 54 54	255 255 255	30 44 52	108 121 127	255 128 0	255 128 0	0.4 0.3 25.1 140 93 0 172 57 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//6AM
6 6 6	49 49 49	255 255 255	88 125 148	114 121 132	255 128 0	255 128 0	25.5 25 0 140 93 0 136 68 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	122 120 0 0
//7AM
0 0 0	24 24 24	255 255 255	194 202 238	119 128 150	255 255 255	255 255 255	1.1 0.4 0.8 236 0 190 176 66 0	0 0 0	255 255 255	90 170 170 240	127 70 121 120	127 160 88 21	88 220 0 0
//Midday
0 0 0	53 53 53	255 255 255	186 186 190	147 152 160	255 255 255	255 255 255	1.8 0.3 0.8 211 0 149 172 67 0.4	0 0 0	255 255 255	145 170 170 240	127 58 110 115	127 123 70 14	255 255 0 1
//7PM
1 1 1	67 67 67	255 255 255	167 175 197	185 184 184	255 255 255	255 255 255	2.1 0.3 0.7 110 40 0 185 60 0.8	0 0 0	152 180 224	153 95 87 240	127 159 80 0	127 122 27 0	255 255 3 1
//8PM
0 0 0	22 22 22	255 255 255	84 85 88	103 100 97	255 128 0	155 0 0	2 0.4 0.4 100 60 0 131 106 1	0 0 0	128 128 192	67 67 67 240	127 118 89 48	127 69 28 6	62 120 0 1
//10PM
4 2 2	35 35 35	255 255 255	0 0 0	29 25 18	255 128 0	255 128 0	25.4 0.4 0.5 140 100 0 137 38 0.8	0 0 0	255 175 164	185 160 160 240	127 182 57 39	127 77 66 0	122 0 0 0
//
//////////// SUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
0 0 0	33 33 33	255 255 255	0 0 0	0 0 0	0 0 0	5 0 0	1 0.3 0.8 200 100 0 615 204 1	0 0 0	3 3 3	38 38 55 240	127 64 64 64	127 88 27 0	122 0 0 0
//5AM
7 6 6	54 54 54	255 255 255	30 44 52	108 121 127	255 128 0	255 128 0	2.3 0.3 0.4 140 93 0 667 366 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//6AM
6 6 6	49 49 49	255 255 255	88 125 148	114 121 132	255 128 0	255 128 0	1.4 0.3 0.8 140 93 0 600 388 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	122 120 0 1
//7AM
0 0 0	24 24 24	255 255 255	102 140 231	119 128 150	255 255 255	255 255 255	1.1 0.4 0.8 236 0 190 677 484 0	0 0 0	255 255 255	90 170 170 240	127 70 121 120	127 160 88 21	88 220 0 1
//Midday
0 0 0	53 53 53	255 255 255	122 128 190	128 142 160	255 255 255	255 255 255	1.8 0.3 0.8 211 0 149 613 495 0.4	0 0 0	255 255 255	145 170 170 240	127 58 110 115	127 123 70 14	255 255 0 1
//7PM
1 1 1	67 67 67	255 255 255	104 131 197	185 168 131	255 255 255	255 255 255	2.1 0.3 0.7 110 40 0 625 513 0.8	0 0 0	152 180 224	153 95 87 240	127 159 80 0	127 122 27 0	255 255 0 1
//8PM
0 0 0	22 22 22	255 255 255	27 37 88	103 76 44	255 128 0	155 0 0	2 0.4 0.4 100 60 0 644 331 1	0 0 0	128 128 192	67 67 67 240	127 118 89 48	127 69 28 6	62 120 0 1
//10PM
4 2 2	35 35 35	255 255 255	0 0 0	29 25 18	255 128 0	255 128 0	25.4 0.4 0.5 140 100 0 669 218 0.8	0 0 0	255 175 164	185 160 160 240	127 182 57 39	127 77 66 0	122 0 0 0
//
//////////// EXTRASUNNY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
0 0 0	33 33 33	255 255 255	0 0 0	0 0 0	0 0 0	5 0 0	1 0.3 0.8 200 100 0 615 204 1	0 0 0	3 3 3	38 38 55 240	127 64 64 64	127 88 27 0	122 0 0 0
//5AM
7 6 6	54 54 54	255 255 255	30 44 52	108 121 127	255 128 0	255 128 0	2.3 0.3 0.4 140 93 0 667 366 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 0
//6AM
6 6 6	49 49 49	255 255 255	88 125 148	114 121 132	255 128 0	255 128 0	1.4 0.3 0.8 140 93 0 600 388 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	122 120 0 1
//7AM
0 0 0	24 24 24	255 255 255	102 140 231	119 128 150	255 255 255	255 255 255	1.1 0.4 0.8 236 0 190 677 484 0	0 0 0	255 255 255	90 170 170 240	127 70 121 120	127 160 88 21	88 220 0 1
//Midday
0 0 0	53 53 53	255 255 255	122 128 190	128 142 160	255 255 255	255 255 255	1.8 0.3 0.8 211 0 149 613 495 0.4	0 0 0	255 255 255	145 170 170 240	127 58 110 115	127 123 70 14	255 255 0 1
//7PM
1 1 1	67 67 67	255 255 255	104 131 197	185 168 131	255 255 255	255 255 255	2.1 0.3 0.7 110 40 0 625 513 0.8	0 0 0	152 180 224	153 95 87 240	127 159 80 0	127 122 27 0	255 255 0 1
//8PM
0 0 0	22 22 22	255 255 255	27 37 88	103 76 44	255 128 0	155 0 0	2 0.4 0.4 100 60 0 644 331 1	0 0 0	128 128 192	67 67 67 240	127 118 89 48	127 69 28 6	62 120 0 1
//10PM
4 2 2	35 35 35	255 255 255	0 0 0	29 25 18	255 128 0	255 128 0	25.4 0.4 0.5 140 100 0 669 218 0.8	0 0 0	255 175 164	185 160 160 240	127 182 57 39	127 77 66 0	122 0 0 0
//
//////////// CLOUDY_VEGAS
//Amb			Amb_Obj	Dir			Sky top			Sky bot		SunCore		SunCorona	SunSz	SprSz	SprBght	Shdw	LightShd	PoleShd	FarClp	FogSt	LightOnGround	LowCloudsRGB	BottomCloudRGB	WaterRGBA			Alpha1	RGB1			Alpha2	RGB2		CloudAlpha		Illumination
//Midnight
0 0 0	33 33 33	255 255 255	0 0 0	0 0 0	0 0 0	5 0 0	1 0.3 0.8 200 100 0 615 204 1	0 0 0	3 3 3	38 38 55 240	127 64 64 64	127 88 27 0	122 0 0 1
//5AM
7 6 6	54 54 54	255 255 255	30 44 52	65 77 82	255 128 0	255 128 0	25.4 0.7 0.4 140 93 0 482 287 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	25 120 0 1
//6AM
14 14 14	49 49 49	255 255 255	17 26 30	123 128 124	255 128 0	255 128 0	25.4 0.3 0.8 140 93 0 600 165 0.8	0 0 0	243 129 52	90 170 170 240	127 86 86 86	127 149 94 0	122 120 0 1
//7AM
